City_ID,City,Lat,Lng,Min Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
313,Eureka,40.8021,-124.1637,39.81,44.58,92,19,7.07,US,few clouds
314,Iqaluit,63.7506,-68.5145,5.7,6.53,77,75,18.41,CA,light snow
315,Bayangol,50.6977,103.4656,31.89,31.89,58,31,4,RU,scattered clouds
316,Lazi,48.0667,24.2333,55.4,55.4,78,100,4.23,UA,overcast clouds
317,Maragogi,-9.0122,-35.2225,82.29,82.29,77,38,12.71,BR,scattered clouds
318,Pimenta Bueno,-11.6725,-61.1936,85.37,85.37,61,16,4.07,BR,few clouds
319,Poum,-20.2333,164.0167,76.53,76.53,72,100,19.17,NC,overcast clouds
320,Alpena,45.0617,-83.4327,25.11,29.17,71,100,13.8,US,overcast clouds
321,Half Moon Bay,37.4636,-122.4286,41.14,50.31,83,0,18.41,US,mist
322,Hope,33.6671,-93.5916,51.08,53.98,57,0,6.55,US,clear sky
323,Nuuk,64.1835,-51.7216,38.88,38.88,95,100,31,GL,overcast clouds
324,Algiers,36.7525,3.042,64.22,64.22,77,75,8.05,DZ,broken clouds
325,Tortoli,39.9256,9.6572,67.82,67.82,64,0,9.22,IT,clear sky
326,Deputatskiy,69.3,139.9,4.05,4.05,99,100,1.12,RU,overcast clouds
327,Mizdah,31.4451,12.9801,87.48,87.48,16,3,30.4,LY,clear sky
328,Khandyga,62.6667,135.6,10.49,10.49,96,23,1.9,RU,few clouds
329,Alugan,12.2188,125.4808,81.23,81.23,85,100,14.29,PH,overcast clouds
330,Auki,-8.7676,160.7034,77.29,77.29,86,91,3.51,SB,overcast clouds
331,Iskateley,67.6803,53.1512,23.76,23.76,85,94,18.01,RU,overcast clouds
332,Myitkyina,25.3833,97.4,84.74,84.74,32,67,2.89,MM,broken clouds
333,Torrox,36.7579,-3.9523,61.92,68.14,69,10,1.99,ES,clear sky
334,Keokuk,40.3973,-91.3849,43.25,55.09,76,0,9.22,US,clear sky
335,Beyneu,45.3167,55.2,77.2,77.2,23,100,16.26,KZ,overcast clouds
336,Kaohsiung,22.6163,120.3133,78.89,84.04,73,75,4.61,TW,broken clouds
337,Toora-Khem,52.4675,96.11,36.34,36.34,65,96,4.38,RU,overcast clouds
338,Bonavista,48.6499,-53.1147,38.55,38.55,83,100,5.41,CA,overcast clouds
339,Sterling,39.0062,-77.4286,48.85,54.23,49,0,17.27,US,clear sky
340,Harper,4.375,-7.7169,83.61,83.61,75,100,9.4,LR,light rain
341,Kendari,-3.945,122.4989,76.53,76.53,92,98,2.84,ID,light rain
342,Sobolevo,54.4299,31.8996,48.24,48.24,60,91,8.5,RU,light rain
343,Nome,64.5011,-165.4064,24.87,24.87,100,0,0,US,clear sky
344,Bhunya,-26.55,31.0167,65.97,65.97,61,31,6.29,SZ,scattered clouds
345,Torbay,47.6666,-52.7314,34.39,44.76,86,100,4.61,CA,overcast clouds
346,Pangnirtung,66.1451,-65.7125,3.2,3.2,60,0,4.61,CA,clear sky
347,Masaka,-0.3338,31.7341,71.1,71.1,75,99,0.72,UG,overcast clouds
348,Darhan,49.4867,105.9228,46.81,46.81,21,99,3.18,MN,overcast clouds
349,Seydi,39.4816,62.9137,85.26,85.26,14,100,21.3,TM,overcast clouds
350,Narsaq,60.9167,-46.05,41.45,41.45,60,100,3,GL,overcast clouds
351,Yarada,17.65,83.2667,88.12,88.12,74,40,6.91,IN,scattered clouds
352,Tocopilla,-22.092,-70.1979,68.67,68.67,63,93,10.65,CL,overcast clouds
353,Nelson Bay,-32.7167,152.15,68,68.09,89,100,11.48,AU,moderate rain
354,Chuy,-33.6971,-53.4616,66.13,66.13,95,100,11.68,UY,moderate rain
355,Wuwei,37.9281,102.6414,48.31,48.31,57,60,4.43,CN,broken clouds
356,Liverpool,53.4106,-2.9779,50.54,59.29,48,40,10.36,GB,scattered clouds
357,Gazli,40.1333,63.45,83.37,83.37,16,98,18.28,UZ,overcast clouds
358,Nanortalik,60.1432,-45.2371,40.51,40.51,75,100,10.18,GL,overcast clouds
359,Champoton,19.35,-90.7167,76.6,76.6,81,100,6.26,MX,overcast clouds
360,Jardim,-21.4803,-56.1381,88.92,88.92,44,28,12.82,BR,scattered clouds
361,Khetia,21.6667,74.5833,99.5,99.5,9,2,8.77,IN,clear sky
362,Thyboron,56.6985,8.2124,58.08,58.08,61,14,14.56,DK,few clouds
363,Mbini,1.574,9.6134,81.99,81.99,75,96,5.75,GQ,overcast clouds
364,Waingapu,-9.6567,120.2641,76.57,76.57,82,90,4.5,ID,overcast clouds
365,Havre-Saint-Pierre,50.2334,-63.5986,33.8,37.76,100,100,5.75,CA,overcast clouds
366,Barretos,-20.5572,-48.5678,83.89,83.89,44,9,10.63,BR,clear sky
367,Pacific Grove,36.6177,-121.9166,40.69,51.48,84,100,13,US,overcast clouds
368,Leh,34.1667,77.5833,50.2,50.2,23,4,6.8,IN,clear sky
369,Veraval,20.9,70.3667,86.76,86.76,55,1,16.31,IN,clear sky
370,Haines Junction,60.7522,-137.5108,30.15,30.15,93,89,2.3,CA,overcast clouds
371,Kavieng,-2.5744,150.7967,83.17,83.17,78,25,14.18,PG,light rain
372,Labuhan,-6.8844,112.2051,81.03,81.03,81,99,3.13,ID,overcast clouds
373,Castro,-24.7911,-50.0119,77.16,77.16,54,6,8.34,BR,clear sky
374,Tasiilaq,65.6145,-37.6368,33.4,33.4,74,100,4.81,GL,overcast clouds
375,Quesnel,52.9999,-122.5029,28.9,28.9,100,75,2.3,CA,mist
376,Banjar,-8.19,114.9675,78.12,78.12,85,95,3.62,ID,overcast clouds
377,Radyvyliv,50.1299,25.2558,56.73,56.73,57,79,6.58,UA,broken clouds
378,Aykhal,66,111.5,12.16,12.16,97,100,1.81,RU,overcast clouds
379,Brae,60.3964,-1.353,45.34,45.34,61,62,9.17,GB,broken clouds
380,Suoyarvi,62.0833,32.35,34.3,34.3,57,100,6.2,RU,light snow
381,Platanos,37.6667,21.6167,70.45,81.57,43,0,8.1,GR,clear sky
382,Atbasar,51.8,68.3333,65.77,65.77,35,32,9.95,KZ,scattered clouds
383,Atyrau,47.1167,51.8833,75.22,75.22,29,0,13.42,KZ,clear sky
384,Williams Lake,52.1415,-122.1445,36.05,36.97,80,100,4.61,CA,overcast clouds
385,Oktyabrskoye,43.0645,44.7417,75.34,75.34,47,75,13.42,RU,light rain
386,Kamenka,51.3223,42.7678,65.89,65.89,51,90,14.03,RU,overcast clouds
387,Cherskiy,68.75,161.3,16.29,16.29,90,100,4.41,RU,overcast clouds
388,Motihari,26.65,84.9167,94.84,94.84,13,0,4.7,IN,clear sky
389,Sawakin,19.1059,37.3321,88.84,88.84,70,0,10.49,SD,clear sky
390,Adrar,20.5022,-10.0711,86.76,86.76,13,0,11.34,MR,clear sky
391,Troitsk,54.0979,61.5773,62.46,62.46,65,100,16.51,RU,overcast clouds
392,Asau,46.4333,26.4,52.95,60.28,100,100,1.68,RO,light rain
393,Prince Rupert,54.3161,-130.3201,37.49,42.49,100,100,6.91,CA,overcast clouds
394,Kapuskasing,49.4169,-82.4331,17.6,17.69,53,20,14.97,CA,few clouds
395,Saint-Pierre,-21.3393,55.4781,73.18,77.29,83,100,4.61,RE,overcast clouds
396,San Quintin,30.4833,-115.95,58.39,58.39,90,49,9.91,MX,scattered clouds
397,Cuamba,-14.8031,36.5372,78.48,78.48,62,93,8.84,MZ,overcast clouds
398,Sao Felix Do Xingu,-6.6447,-51.995,83.53,83.53,64,100,2.57,BR,overcast clouds
399,Karratha,-20.7377,116.8463,79.43,79.43,63,99,10.49,AU,overcast clouds
400,Carora,10.1755,-70.0827,79.16,79.16,70,96,4.52,VE,overcast clouds
401,Waipawa,-41.4122,175.5153,49.96,49.96,78,100,3.47,NZ,overcast clouds
402,Coahuayana,18.7333,-103.6833,78.75,78.75,48,0,1.19,MX,clear sky
403,Camapua,-19.5314,-54.0439,88.23,88.23,39,2,9.66,BR,clear sky
404,Srednekolymsk,67.45,153.6833,12.74,12.74,98,93,4.52,RU,overcast clouds
405,Cape Coast,5.1053,-1.2466,84.9,84.9,71,92,12.5,GH,overcast clouds
406,Kargasok,59.0556,80.8572,45.32,45.32,76,80,9.1,RU,broken clouds
407,Qasigiannguit,68.8193,-51.1922,38.5,38.5,78,100,14.88,GL,overcast clouds
408,Ndele,8.4109,20.6473,92.64,92.64,37,99,7.72,CF,light rain
409,Puerto Narino,-3.7703,-70.3831,80.51,80.51,81,100,2.48,CO,overcast clouds
410,Verkhniy Avzyan,53.5289,57.5372,63.09,63.09,56,97,10.38,RU,overcast clouds
411,Saint-Jean-De-Maurienne,45.1667,6.5833,48.15,48.15,49,54,3.09,FR,broken clouds
412,Hobyo,5.3505,48.5268,85.57,85.57,66,100,12.5,SO,overcast clouds
413,Maralal,1.0968,36.698,66.15,66.15,73,100,5.97,KE,light rain
414,Beloha,-25.1667,45.05,71.04,71.04,66,99,14.27,MG,overcast clouds
415,Saint-Joseph,-21.3667,55.6167,72.1,76.21,81,62,1.21,RE,broken clouds
416,Pinar Del Rio,22.4175,-83.6981,78.82,78.82,59,100,12.86,CU,overcast clouds
417,Sept-Iles,50.2001,-66.3821,39.72,44.06,85,75,6.91,CA,broken clouds
418,Barabai,-2.5833,115.3833,75.85,75.85,95,100,1.19,ID,overcast clouds
419,Klaebu,63.2976,10.4826,38.28,43.93,55,100,7.07,NO,overcast clouds
420,Reitz,-27.8014,28.4273,60.8,60.8,31,0,5.32,ZA,clear sky
421,Ust-Ilimsk,58.0006,102.6619,24.87,24.87,96,83,2.68,RU,broken clouds
422,Ternate,0.8,127.4,80.15,80.15,83,100,3.36,ID,overcast clouds
423,Petropavlovsk-Kamchatskiy,53.0452,158.6483,35.78,36.19,65,75,13.42,RU,light rain
424,Jozefow,52.1371,21.2359,57.69,63.03,41,0,8.05,PL,clear sky
425,Kavaratti,10.5669,72.642,85.55,85.55,74,34,7.09,IN,scattered clouds
426,Ozinki,51.1786,49.6769,74.35,74.35,44,93,16.91,RU,overcast clouds
427,Hofn,64.2539,-15.2082,48.22,48.22,66,100,6.91,IS,overcast clouds
428,Talnakh,69.4865,88.3972,27.21,27.21,81,100,21.59,RU,overcast clouds
429,Quatre Cocos,-20.2078,57.7625,75.09,78.91,79,77,6.46,MU,light rain
430,Oakland,42.6667,-83.3999,27.14,34.95,75,54,14,US,broken clouds
431,Igrim,63.1906,64.4162,39.4,39.4,92,97,4.43,RU,overcast clouds
432,Gamba,-2.65,10,79.72,79.72,75,99,5.79,GA,overcast clouds
433,Souillac,-20.5167,57.5167,79.18,79.18,73,20,6.91,MU,light rain
434,Kautokeino,69.0125,23.0412,25.68,25.68,72,100,12.62,NO,light snow
435,Meulaboh,4.1363,96.1285,80.44,80.44,82,100,2.15,ID,overcast clouds
436,Krasnyy Chikoy,50.3643,108.7512,35.76,35.76,43,50,0.4,RU,scattered clouds
437,Mongar,27.2747,91.2396,60.06,60.06,77,100,4.94,BT,light rain
438,Noumea,-22.2763,166.4572,69.78,75.99,99,100,9.89,NC,overcast clouds
439,Ugoofaaru,5.6667,73,85.28,85.28,70,58,2.84,MV,broken clouds
440,Kaitangata,-46.2817,169.8464,44.37,44.37,94,13,5.32,NZ,few clouds
441,Synya,65.3718,58.0387,30.2,30.2,68,100,5.26,RU,overcast clouds
442,Roald,62.5833,6.1333,41.11,46.9,49,0,12.66,NO,clear sky
443,Ranot,7.7777,100.3213,84.69,84.69,73,61,5.1,TH,broken clouds
444,Srandakan,-7.9386,110.2506,77.14,77.14,93,100,6.4,ID,overcast clouds
445,Katherine,-14.4667,132.2667,80.92,80.92,57,65,0,AU,broken clouds
446,Sanmenxia,34.7747,111.1814,58.8,58.8,34,70,11.5,CN,broken clouds
447,Peniche,39.3558,-9.3811,62.46,66.29,80,13,11.88,PT,few clouds
448,Somerset East,-32.7217,25.588,69.3,69.3,22,0,6.11,ZA,clear sky
449,Ust-Kulom,61.6864,53.6902,43.5,43.5,78,98,3.69,RU,overcast clouds
450,Los Llanos De Aridane,28.6585,-17.9182,64.13,67.75,75,20,11.5,ES,few clouds
451,Atasu,48.6814,71.6433,61.52,61.52,32,5,5.53,KZ,clear sky
452,Kenai,60.5544,-151.2583,26.69,37.15,93,0,0,US,clear sky
453,Pahrump,36.2083,-115.9839,57.49,64.26,31,0,8.01,US,clear sky
454,Port-Cartier,50.0334,-66.8654,39.42,43.75,99,98,6.91,CA,overcast clouds
455,Fortuna,40.5982,-124.1573,37.85,43.72,93,75,0,US,broken clouds
456,Bathsheba,13.2167,-59.5167,79.41,79.41,89,75,16.11,BB,broken clouds
457,Gangawati,15.4333,76.5333,98.58,98.58,18,53,10.09,IN,broken clouds
458,Pangoa,-12.1167,-73,77.41,77.41,75,100,1.68,PE,overcast clouds
459,Margate,51.3813,1.3862,50.7,51.69,67,9,7,GB,clear sky
460,Sussex,41.1834,-74.6663,45.95,50.74,49,53,8.99,US,broken clouds
461,Grindavik,63.8424,-22.4338,45.07,46.35,70,0,6.91,IS,clear sky
462,North Bend,43.4065,-124.2243,38.25,43.86,96,40,9.22,US,scattered clouds
463,Galle,6.0367,80.217,83.01,83.01,77,11,4.34,LK,few clouds
464,Villagarzon,1.0375,-76.6267,73.09,73.09,96,99,1.16,CO,overcast clouds
465,Bitkine,11.9801,18.2138,97.2,97.2,30,84,14.2,TD,light rain
466,Puerto Montt,-41.4698,-72.9447,45.43,45.43,93,75,10.36,CL,broken clouds
467,Bowen,-20.0167,148.2333,73.63,73.63,89,30,9.71,AU,scattered clouds
468,Kasane,-17.8167,25.15,82.49,82.49,47,40,10.36,BW,scattered clouds
469,Naukot,24.8587,69.4024,96.03,96.03,29,0,18.16,PK,clear sky
470,Ziro,27.6333,93.8333,52.54,52.54,91,21,1.01,IN,few clouds
471,Yaan,7.3833,8.5667,85.42,85.42,58,100,10.96,NG,overcast clouds
472,Santa Cruz De Tenerife,28.4682,-16.2546,67.46,73.89,66,40,10.36,ES,scattered clouds
473,Svetlyy,54.675,20.1347,44.65,45.97,43,100,10.92,RU,overcast clouds
474,Sisimiut,66.9395,-53.6735,34.74,34.74,96,100,10,GL,light snow
475,Stornoway,58.2093,-6.3865,55.36,57.04,54,40,3.44,GB,scattered clouds
476,Weligama,5.9667,80.4167,81.91,81.91,79,2,3.6,LK,clear sky
477,Araouane,18.9048,-3.5265,93.09,93.09,10,0,12.1,ML,clear sky
478,Dakar,14.6937,-17.4441,75.33,85.08,69,9,18.41,SN,clear sky
479,Prior Lake,44.7133,-93.4227,30.85,35.2,58,75,16.11,US,broken clouds
480,Bac Lieu,9.285,105.7244,85.12,85.12,68,70,12.86,VN,broken clouds
481,Ambilobe,-13.2,49.05,78.55,78.55,86,18,4.85,MG,light rain
482,Huesca,42.1362,-0.4087,65.08,70.11,54,0,6.91,ES,clear sky
483,Laguna,38.421,-121.4238,44.65,51.46,82,14,1.99,US,few clouds
484,Vestmannaeyjar,63.4427,-20.2734,49.19,49.19,76,40,5.75,IS,scattered clouds
485,Bacolod,10.6667,122.95,80.78,80.78,82,100,7.27,PH,overcast clouds
486,Salalah,17.0151,54.0924,84.18,84.18,66,0,7.29,OM,clear sky
487,Emerald,-23.5333,148.1667,69.35,71.74,83,75,11.5,AU,broken clouds
488,The Valley,18.217,-63.0578,77.14,81.1,61,20,9.22,AI,few clouds
489,Todos Santos,23.45,-110.2167,68.68,68.68,57,0,3.98,MX,clear sky
490,Kijang,35.2442,129.2139,60.53,60.53,68,92,11.25,KR,overcast clouds
491,Aripuana,-9.1667,-60.6333,87.1,87.1,53,47,3.18,BR,scattered clouds
492,Santa Maria,-29.6842,-53.8069,85.3,85.3,58,0,25.32,BR,clear sky
493,Devonport,-41.1667,146.35,60.1,60.1,93,100,10.69,AU,overcast clouds
494,Khani,41.9563,42.9566,62.17,62.17,70,96,4.56,GE,overcast clouds
495,Fomboni,-12.28,43.7425,82.87,82.87,74,97,14.38,KM,light rain
496,Wuxue,29.8506,115.5525,67.01,67.01,79,53,8.34,CN,broken clouds
497,San Andres,12.5847,-81.7006,80.62,80.62,83,100,14.97,CO,overcast clouds
498,Bridgeton,39.4273,-75.2341,50.09,53.29,46,4,5.01,US,clear sky
499,Constitucion,-35.3333,-72.4167,54.43,54.43,83,39,8.77,CL,scattered clouds
500,Naze,28.3667,129.4833,70.72,70.72,91,100,5.99,JP,light rain
501,Saint Anthony,45.0205,-93.218,30.85,35.04,54,75,17.27,US,broken clouds
502,Athabasca,54.7169,-113.2854,36.01,36.01,97,100,9.35,CA,overcast clouds
503,Faya,18.3851,42.4509,70.32,77.11,37,41,8.97,SA,scattered clouds
504,Springfield,37.2153,-93.2982,54.1,57.9,48,6,8.99,US,clear sky
505,Shirokiy,49.758,129.523,35.37,35.37,55,48,9.19,RU,scattered clouds
506,Nishihara,26.1842,127.7558,76.66,78.08,95,40,12.66,JP,scattered clouds
507,Ulladulla,-35.35,150.4667,61.77,63.5,95,96,4.59,AU,overcast clouds
508,Kazanskaya,45.4106,40.4361,71.56,71.56,57,86,8.79,RU,overcast clouds
509,Gao,16.6362,1.637,101.43,101.43,10,69,13.29,ML,broken clouds
510,Salinopolis,-0.6136,-47.3561,78.24,78.24,86,99,6.8,BR,overcast clouds
511,Coihaique,-45.5752,-72.0662,29.01,30.15,100,75,0,CL,fog
512,Baiquan,47.5833,126.0833,40.73,40.73,56,5,4.14,CN,clear sky
513,Pyaozerskiy,65.8333,31.1667,29.98,29.98,50,100,7.27,RU,overcast clouds
514,Bandarbeyla,9.4942,50.8122,84.25,84.25,70,48,11.27,SO,scattered clouds
515,Maicao,11.3832,-72.2432,81.52,81.52,72,100,14.92,CO,overcast clouds
516,Hualmay,-11.0964,-77.6139,67.51,67.51,86,91,5.39,PE,overcast clouds
517,Mbuguni,-3.5667,36.95,83.82,83.82,48,99,10.2,TZ,overcast clouds
518,Okha,53.5739,142.9478,26.4,26.4,90,100,32.35,RU,snow
519,Batagay-Alyta,67.8006,130.4114,0.14,0.14,98,97,5.73,RU,overcast clouds
520,Barzas,55.7167,86.3167,38.93,38.93,90,7,4.14,RU,clear sky
521,Port Said,31.2565,32.2841,71.58,71.58,68,0,6.91,EG,clear sky
522,Knoxville,35.9606,-83.9207,49.95,56.26,62,0,9.22,US,clear sky
523,Sharon,41.2331,-80.4934,34.65,38.86,71,99,13.02,US,overcast clouds
524,Linqing,36.8456,115.7117,60.53,60.53,27,86,14.65,CN,overcast clouds
525,Baldeogarh,24.755,79.0681,98.98,98.98,10,1,6.17,IN,clear sky
526,San Ramon,37.7799,-121.978,40.73,48.81,87,0,10.36,US,clear sky
527,Altay,47.8667,88.1167,42.39,42.39,46,37,9.51,CN,scattered clouds
528,Hovd,48.0056,91.6419,36.5,36.5,85,73,13.11,MN,broken clouds
529,Qandala,11.472,49.8728,84.45,84.45,67,91,3.91,SO,overcast clouds
530,Dire,12.2833,-10.9667,105.57,105.57,12,95,4.65,ML,overcast clouds
531,Caravelas,-17.7125,-39.2481,81.99,81.99,67,35,7.45,BR,scattered clouds
532,Isetskoye,56.4858,65.3226,64.2,64.2,61,100,10.58,RU,light rain
533,Kargat,55.1956,80.2811,54.54,54.54,39,2,2.77,RU,clear sky
534,Batsfjord,70.6345,29.7185,24.73,24.73,83,100,18.63,NO,light snow
535,Verkhnevilyuysk,63.4453,120.3167,21.27,21.27,96,100,1.3,RU,overcast clouds
536,Aquiraz,-3.9014,-38.3911,86.09,86.18,69,95,11.36,BR,overcast clouds
537,Humaita,-7.5061,-63.0208,86.49,86.49,63,100,1.92,BR,overcast clouds
538,Prachuap Khiri Khan,12.2167,99.75,78.94,78.94,76,5,3.47,TH,light rain
539,Morant Bay,17.8815,-76.4093,77.7,78.42,71,16,10.25,JM,few clouds
540,Sangar,63.9242,127.4739,9.97,9.97,98,52,2.89,RU,broken clouds
541,Broken Hill,-31.95,141.4333,60.51,60.51,94,40,6.91,AU,scattered clouds
542,Tevriz,57.509,72.4042,59.92,59.92,59,97,9.04,RU,overcast clouds
543,Council Bluffs,41.2619,-95.8608,57.33,61.68,43,0,20.71,US,clear sky
544,Cabinda,-5.55,12.2,82.42,82.42,71,77,4.12,AO,broken clouds
545,Kharp,66.8014,65.8081,24.53,24.53,82,17,11.61,RU,few clouds
546,Burgeo,47.6167,-57.6152,40.35,40.35,81,100,6.44,CA,overcast clouds
547,Graciano Sanchez,23.9167,-99.2833,70.75,70.75,71,11,1.97,MX,few clouds
548,Aswan,24.0934,32.907,103.3,103.3,8,0,10.36,EG,clear sky
549,Lasa,46.6166,10.7002,60.37,63.7,50,2,3.49,IT,clear sky
550,Oliveira Dos Brejinhos,-12.3169,-42.8961,86.02,86.02,39,10,7.65,BR,clear sky
551,Umm Kaddadah,13.6017,26.6876,103.75,103.75,7,5,14.92,SD,clear sky
552,Montanha,-18.1269,-40.3633,83.43,83.43,50,4,7.58,BR,clear sky
553,Lisakovsk,52.5369,62.4936,71.31,71.31,31,62,14.14,KZ,broken clouds
554,Cabo San Lucas,22.8909,-109.9124,72.52,72.52,44,0,9.13,MX,clear sky
555,Lagunas,-5.2269,-75.6753,82.56,82.56,73,98,0.58,PE,overcast clouds
556,Marzuq,14.4,46.4667,83.12,83.12,45,18,15.79,YE,few clouds
557,Santa Rosalia,27.3167,-112.2833,70.9,70.9,33,0,5.55,MX,clear sky
558,Oranjemund,-28.55,16.4333,77.31,77.31,37,0,12.75,NA,clear sky
559,Varca,15.2167,73.9167,87.8,87.8,79,75,8.05,IN,broken clouds
560,Jijiga,9.35,42.8,71.47,71.47,57,100,1.9,ET,overcast clouds
561,Bournemouth,50.7205,-1.8795,51.76,56.75,58,75,10.36,GB,broken clouds
562,Tevaitoa,-16.7833,-151.5,81.43,81.43,74,8,21.09,PF,light rain
563,Taoudenni,22.6783,-3.9836,93.65,93.65,11,0,10.31,ML,clear sky
564,Oriximina,-1.7656,-55.8661,82.98,82.98,73,93,5.23,BR,moderate rain
565,Qobustan,40.0824,49.412,66.33,66.33,62,5,7.65,AZ,clear sky
566,Tarancon,40.0085,-3.0073,61.21,61.21,52,100,6.98,ES,overcast clouds
567,Kitui,-1.367,38.0106,72.54,72.54,78,100,4.81,KE,moderate rain
568,Gat,31.61,34.7642,72.09,83.39,40,20,16.73,IL,few clouds
569,Progreso,21.2833,-89.6667,81.1,81.1,69,49,11.23,MX,scattered clouds
570,Giyani,-23.3025,30.7187,72.68,72.68,46,51,3.91,ZA,broken clouds
571,Bud,39.447,-86.1758,39.96,48.47,63,6,5.44,US,clear sky
572,Namatanai,-3.6667,152.4333,80.35,80.35,82,74,9.15,PG,light rain
573,Dwarka,22.2394,68.9678,84.76,84.76,71,0,11.86,IN,clear sky
574,Egra,50.0796,12.3739,54.82,58.33,55,98,5.08,CZ,overcast clouds
575,Alofi,-19.0595,-169.9187,73.29,73.29,94,100,3.44,NU,overcast clouds
576,Rylsk,51.5655,34.6822,54.64,54.64,63,85,12.37,RU,overcast clouds
577,Vila Velha,-20.3297,-40.2925,81.95,84.15,74,75,6.91,BR,broken clouds
578,Wonthaggi,-38.6044,145.5913,61.83,61.83,82,73,4.05,AU,broken clouds
579,Meybod,32.2501,54.0166,84.22,84.22,23,83,2.42,IR,broken clouds
580,Vryburg,-26.9566,24.7284,71.76,71.76,13,0,3.98,ZA,clear sky
581,Yantal,56.8471,105.2542,29.89,29.89,91,22,7.29,RU,few clouds
582,San Jeronimo,-11.9472,-75.2829,53.76,53.76,70,97,1.74,PE,overcast clouds
583,Amapa,1,-52,82.33,82.33,71,100,3.36,BR,overcast clouds
584,Carutapera,-1.195,-46.02,76.93,76.93,93,100,5.93,BR,very heavy rain
585,Portland,45.5234,-122.6762,41.38,45.61,92,100,1.99,US,overcast clouds
586,Esmeraldas,-19.7625,-44.3139,74.26,80.71,46,0,11.07,BR,clear sky
587,Pochutla,15.7432,-96.4661,79.83,79.83,51,6,2.8,MX,clear sky
588,Kupang,-10.1667,123.5833,76.06,76.06,83,32,5.37,ID,scattered clouds
589,Shevchenkove,49.6959,37.1735,56.61,56.61,60,98,10.98,UA,overcast clouds
590,Tuatapere,-46.1333,167.6833,45.64,45.64,92,3,3.51,NZ,clear sky
591,Ledyard,41.4398,-72.0142,48.04,53.4,65,86,7,US,overcast clouds
592,Abashiri,44.0213,144.2697,43.79,43.79,51,2,26.15,JP,clear sky
593,Polunochnoye,60.8697,60.4153,47.07,47.07,89,53,2.06,RU,broken clouds
594,Pauini,-7.7136,-66.9764,83.28,83.28,71,94,2.53,BR,light rain
595,Chalus,36.655,51.4204,69.26,69.26,68,20,11.5,IR,few clouds
596,Dire Dawa,9.5931,41.8661,75.16,75.16,63,95,14.29,ET,light rain
597,Beberibe,-4.1797,-38.1306,83.39,83.39,68,99,10.11,BR,overcast clouds
598,Yerbogachen,61.2767,108.0108,25.3,25.3,89,10,3.13,RU,clear sky
599,Marrakesh,31.6315,-8.0083,73.47,73.47,43,20,3.44,MA,few clouds
600,Borisoglebskiy,57.2586,39.1508,41.07,41.07,67,100,12.93,RU,overcast clouds
601,Odweyne,9.4092,45.064,84.02,84.02,39,96,0.72,SO,overcast clouds
602,Sepolno Krajenskie,53.452,17.5317,56.68,59.76,44,100,3.83,PL,overcast clouds
603,Ponta Delgada,37.7333,-25.6667,65.12,65.12,88,75,13.8,PT,broken clouds
604,Bell Ville,-32.6259,-62.6887,58.8,59.67,28,0,14.25,AR,clear sky
605,Hakodate,41.7758,140.7367,48.25,48.25,54,2,15.82,JP,clear sky
606,Kongsberg,59.6652,9.6465,47.43,53.19,50,100,3,NO,overcast clouds
607,Griffith,41.5284,-87.4237,37.89,41.47,63,0,6.91,US,clear sky
608,Kachug,53.9606,105.8817,30.94,30.94,76,58,8.3,RU,broken clouds
609,Muravlenko,63.7898,74.523,35.28,35.28,100,100,9.71,RU,overcast clouds
610,Binga,-17.6203,27.3414,82.09,82.09,49,44,7.18,ZW,scattered clouds
611,Sergeyevka,53.88,67.4158,69.17,69.17,33,81,14.38,KZ,broken clouds
612,Sungairaya,0.7,108.9,80.4,80.4,82,98,4.43,ID,overcast clouds
613,Katobu,-4.9408,122.5276,76.42,76.42,93,99,2.73,ID,overcast clouds
614,Port Hedland,-20.3167,118.5667,80.65,80.65,74,40,8.05,AU,scattered clouds
615,Turayf,31.6725,38.6637,84.45,84.45,24,75,9.22,SA,broken clouds
616,Gweta,-20.1833,25.2333,83.1,83.1,31,24,10.8,BW,few clouds
617,Ibotirama,-12.1853,-43.2206,88.34,88.34,37,10,6.71,BR,clear sky
618,Ylivieska,64.0833,24.55,35.89,35.89,33,78,8.43,FI,broken clouds
619,Antalaha,-14.9003,50.2788,78.48,78.48,80,60,5.35,MG,broken clouds
620,Port Blair,11.6667,92.75,84.61,84.61,76,94,5.7,IN,overcast clouds
621,Neiafu,-18.65,-173.9833,75.88,75.88,94,75,5.75,TO,broken clouds
622,Parabel,58.6978,81.4825,46.11,46.11,79,87,7.31,RU,overcast clouds
623,Cayenne,4.9333,-52.3333,86.04,86.09,10,75,5.01,GF,broken clouds
624,Hirara,24.8,125.2833,78.57,78.57,89,0,12.88,JP,clear sky
625,Mut,36.6439,33.4389,78.22,78.22,19,100,8.01,TR,overcast clouds
626,Price,39.5994,-110.8107,55.36,55.36,30,100,3.24,US,overcast clouds
627,Yemtsa,63.0734,40.3329,29.03,29.03,68,76,10.96,RU,broken clouds
628,Pacifica,37.6138,-122.4869,41.9,50.13,81,0,17.27,US,mist
629,Nizhniy Tsasuchey,50.5167,115.1333,38.48,38.48,21,19,5.93,RU,few clouds
630,Kentville,45.0835,-64.4988,43.41,46.13,94,100,2.3,CA,overcast clouds
631,Muros,42.7762,-9.0603,59.85,62.69,85,11,8.43,ES,few clouds
632,Marsh Harbour,26.5412,-77.0636,74.17,74.17,68,9,6.38,BS,clear sky
